text,vader_score,textblob_score,roberta_score,bert_score,cnn_score,lstm_score,svm_score,hybrid_score,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,hybrid_sentiment
"After 3 weeks of using the phone, here's a short pro/con listing:Pro:-fast response time-clear screen even in sunlight-clear audio on voice calls-good battery life-easy transfer of files from previous phone-Camera OK for my usesCon--just a few:Power off sequence is difficult: pressing two buttons on opposite sides of phone to shut down seems overly complicated on a big phone. Why so difficult?Doesn't like Sync3 in my car to stream music, I have to use :media"" instead of apps to get it to stream and lose some ability to control music. Any ideas on this?For $229, this was a great deal. I compared it to the MOT 5G Power and SAMSUNG A14 in a side by side compariso, and this was clearly better for about the same $.",0.7889,0.04343434343434344,0.18837253749370575,0.43137454986572266,0.3901273012161255,0.292893648147583,0.43405488863228614,0.37722726388521155,Positive,Neutral,Positive,Positive,Negative,Negative,Positive,Positive
"the phone is incredible, except amazon sent me the chinese version, so i returned it. i bought the oneplus 10 insteadcheck your model number right away, if it ends in 0 its not the usa version",0.3134,0.3952380952380952,0.09622761979699135,-0.0156785249710083,0.6106956005096436,0.7232929468154907,-0.39126881894208665,0.07958367422439834,Positive,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral
"They (most reviewers) said it was overstated, but that was an overstatement.  The camera image and video quality is very poor throughout.  This is simply true, and should have been mentioned by reviewers.  Well over a decade old in expected quality.Everything else about the product is above standard.  Seriously cut the corners extrmemely hard on the camera.  Somehwat dissatisfied, but I needed something of rugged quality as well, something lacking in phones with much higher quality cameras.",-0.7869,-0.004500000000000004,-0.6889551877975464,0.5122080445289612,0.5530154705047607,0.7125205993652344,0.713096596923921,-0.05101010926893286,Negative,Neutral,Negative,Positive,Positive,Positive,Positive,Neutral
"After just a one I start seeing dead pixels, then days later white lines started forming which made the device unusable.  Never dropped.  I contacted customer service and wanted to ship my device while I'm on my vacation.  They didn't accept.  So I tried the online request and kept getting denied with an error that I'm not using the same email address I used upon ordering which I was. This is so frustrating.  Never buying their phones again",-0.9416,-0.12000000000000002,-0.9683437347412109,-0.8549275994300842,0.5148253440856934,0.6924712657928467,-0.28684065573827544,-0.6343423979819142,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative
"Es el mejor celular que he tenido, fui usuario de IPHONE mucho tiempo y esto es un ""Game Changer"".Tiene las mejores prestaciones relación calidad precio! muy muy fluido, batería que dura un eternidad, la carga al máximo en menos de 20 minutos, muy elegante, sensación super Premium.La cámara de este celular no tiene nada que envidiarle a los démas competidores de gama alta. muchisíma gente me ha elogiado, pues mis fotos tienen calidad muy muy profesional.Es una super compra y recomiendo enormemente este producto!! Seré muy fiel a esta marca por mucho tiempo!",0.8798,0.1614583333333333,0.7294983267784119,-3.6854762583971024e-05,0.6024167537689209,0.618140697479248,0.976456360623613,0.5494352331945548,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
"Update:I no longer close myself out of apps (except just now, bc this phone has a twisted sense of humor). Like any new setup, it just took a little getting used to. For example, I added a screen protector, not realizing it came with one already on it. I don't expect to upgrade for quite a while, but when I do, I probably won't even bother looking at other brands. OnePlus is the way to go - the Nord n30 feels and acts like a much more expensive device than it is.Original:I had never heard of the OnePlus brand until recently, but they seem to have a very good reputation. The Nord n30 kept topping the list of best lower-cost phones, so I took a chance and I'm so glad. My old phone was glitching a lot, basically acting like it was on the verge of total failure. I wanted to get something of reasonable quality, and fortunately, Amazon lets you pay in installments with no interest. That makes a big difference when money is tight, and at the holidays in particular.It's thin and light, and the screen is about as big as it can get without being ridiculous. That's perfect if you're 40+ and don't see as well anymore. The downside is that if you happen to have small hands, it may take some getting used to - it's just the slightest bit of a reach. The display is bright and beautiful, and it's super quick with no lagging. If you watch videos or listen to music you'll notice that the sound quality is amazing, particularly with earphones.I take a lot of photos, so the camera was important too. This one is very nice and I've gotten some excellent pics of the cat (and really, what else are cameras for?). I tested it on notoriously difficult holiday lights at night, and it did very well. Looking forward to landscapes and snow scenes. And more cat. The only thing that bugs me is I keep accidentally minimizing apps by swiping too close to the bottom where the functions are. That's something you have to acclimate to, but hopefully I'll get there soon.Overall this is an excellent choice if you want a high quality phone that doesn't cost half a month's rent.",0.9974,0.22171330653473514,0.24168415367603302,0.06532982364296913,0.4677889347076416,0.35657012462615967,0.9018017738162298,0.48558581153399344,Positive,Positive,Positive,Neutral,Neutral,Negative,Positive,Positive
I recently bought this phone with the intention to use it. It exceeded my expectations and arrived with the box SEALED and with a SCREEN PROTECTOR APPLIED! this phone came in and only took about 15 minutes to set up and it is really nice quality and feel to it. I thought i might have been scammed but NO! perfect phone in perfect condition with the only real flaw being how weird the screen protector feels when i touch it but I will get used to it. Phone starts with a base 8 gb of ram and has expandable ram (if you have extra storage space it can be used up to 6 gb of ram) the user interface is fine and uses google messages and provides a lot of versatility with its settings. the phone is currently a 5/5 for me!,0.9346,0.04722222222222222,0.04502763971686363,0.001944635296240449,0.503955602645874,0.43372583389282227,0.9396471263339735,0.39368832471385995,Positive,Neutral,Neutral,Neutral,Neutral,Negative,Positive,Positive
"I bought this phone at the recommendation of a friend who is very happy with theirs. I'm someone who isn't picky about my technology... I just want it to be straightforward, reliable and affordable. I'd honestly just get a flip phone if it wasn't so hard to get by in today's day & age without it being the expectation now that everyone has a smart device, on them at all times.Well... this phone fits the bill and then some! First of all, the battery life is honestly baffling. I'm not joking, I drove 20 minutes with GMaps GPS running and arrived still at 100%. I was so confused, not a single percentage point? I just wanted something that didn't obnoxiously guzzle battery and got so much more! Not sure how long this level of performance will last with the limited knowledge I have on how to maintain it, but sufficed to say this is really amazing so far.As far as everything else goes, I upgrade my phone so infrequently that I really don't know how it compares to what else is out there... even if you showed me ""the specs."" I'm sure it isn't the absolute best around, but what I can tell you is this: the call clarity is great, both handheld and speaker. Bluetooth connects quickly and stays connected. I can have a lot of apps and Internet tabs open and switch between them and not be waiting for stuff to load (don't worry, I clear them when I'm done). Oh and the camera quality is so clear! Long story short, everything that needs to work works, it works well, and it's pretty easy for a less tech savvy person like myself to figure out.The price point is what initially sold me. I paid only $250 for this phone and I feel like it was an excellent value. Most other devices I've seen online average nearly twice that cost, or are a similar/lower price but poor quality. Not sure what you'd get out of the more expensive ones, but I'm more than happy with what I've got here.TL;DR: if you ""just need a phone that works,"" get this one! You won't be disappointed.",0.9952,0.19410173160173158,0.09080705046653748,0.279112309217453,0.41161084175109863,0.43922996520996094,0.8682545195619548,0.48549512216953533,Positive,Positive,Neutral,Positive,Negative,Negative,Positive,Positive
"I'm happy to get away from the Samsung craziness. The phone is sturdy, battery life is great, the Oxygen o/s needs a little help - for example, I can't do voice input on anything because there is no option on the keyboard to set it - at least on mine.  There are no annoying updates every week. The keyboard itself has larger buttons for my big fingers to input text. The apps are fast.  I would buy this phone again, or the next version when it becomes necessary as I habitually drive over these things with a tractor :)",0.8925,0.20113636363636367,0.11720041185617447,0.0677553117275238,0.48893022537231445,0.39925408363342285,0.3427364883569469,0.32426571511540175,Positive,Positive,Positive,Neutral,Neutral,Negative,Positive,Positive
"As said before this is -by far- the best cell I have ever used. I have experimented with Sony Xperia, Iphone, Samsung S, even with Blackberry years ago. The quality of this device is simply outlying the rest",0.6369,0.3666666666666667,0.04041377967223525,0.0010520992800593376,0.6869720220565796,0.7232933044433594,0.8286835477625686,0.374743218676306,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Excelente equipo, buena vida de batería en el uso no le pide nada a ningún gama alta, el único pero, su soporte técnico es fatal",-0.6908,0.0,0.6435227990150452,0.005476209335029125,0.6820566654205322,0.7233242988586426,0.9277606484083766,0.17719193135169017,Negative,Neutral,Positive,Neutral,Positive,Positive,Positive,Positive
"This is a smartphone for less than $300 and you get exactly what you pay for. Some pros: the battery is amazing. It will last all day on heavy use. The processor is quick enough for email, web browsing, video and music use, and some basic games.Cons: the screen is very finicky. Often tapping a back button will somehow result in a double-tap. Scrolling down a page doesn't feel like a smooth glide but more clunky. The cellular reception on phone calls is quite poor. When indoors and on a call, often times you will be able to hear a caller but they are unable to hear you. The camera is also about mid-range quality.All in all, if you're not trying to spend $1000+ on a phone, this will fulfill your needs. If you need something with better quality and performance, the Nord series isn't for you. Please take this 3-star review as a badge of honor. It's exactly what you are aiming for with this mid-tier model.",0.7658,0.11728395061728396,0.3697841465473175,0.0951184630393982,0.4582221508026123,0.44306159019470215,0.23646630021669457,0.3168905720841389,Positive,Positive,Positive,Neutral,Neutral,Negative,Positive,Positive
Excelente celular. La cámara increíble. Este es mi tercer celular OnePlus y seguiré con esta marca. Funciona en Chile.,0.0,0.0,0.7714983224868774,-0.0003096038708463311,0.7055385112762451,0.7233279943466187,0.9620464567479274,0.3466470350727917,Neutral,Neutral,Positive,Neutral,Positive,Positive,Positive,Positive
"May/2024Coming from Apple and Samsung I thought I will regret the decision to get this Cellular phone. I was wrong and I will never go back. This is the best phone you can have and you can save some money too. Everything is outstanding on it, Battery life for 2 or more days, then I can connect it to the charger for 20 mins and that's it, I don't have to worry anymore for Battery or charging times, nothing, a tremendous relieve for sure. I consider everything else better than previous phones and a better value than iPhone 14 pro max and Samsung S23 Ultra (My previous) so I can recommend it to anyone without any hesitation.07/13/2024Downgraded to 3 stars cause of Oneplus updates.I used to love my OP12, but after the last update ( June-July/2024) this phone is a mess, extremely buggy, Gmail is frozen every 2 or 3 times I open it, I cannot hang up calls, sometimes the call does not go thru in or out, I have missed several calls from my work team and relatives as well, some apps are not working or stopped working in the middle of something. I had to buy an iPhone 15 in a rush to avoid communication issues both at home and work (Since I'm working remotely). It's been a very bad and sad 2-3 weeks till I decided to switch for good, I cannot wait for a month to the next update to see if everything has been fixed. This is an amazing phone and I loved it, also I have the Oneplus watch 2 and this is a killer combination, I did forget about chargers and charging time with this two and it is a shame that this is happening to this flagship. I think Oneplus must take note on this and never have the same mistake again, this is not a cheaper device either. Disappointed.BTW I was using it on Google Fi (eSim) without issues till the last update.Also, solutions: In crashed apps you have to close and reopen them, most of the time they are working again. No need to clear cache or anything else, at least I do not have to.For calls: Worked for me to change the audio to Speakers during the call and then hang up, be aware that sometimes when you do it the phone app hang up by itself (It is randomly). I never tried the airplane mode, but some people say that is working too for this.For missing calls, I did not find a solution, Google Fi customer service did not know what was causing it.",-0.851,0.12911764705882356,0.030416972935199738,-0.059466615319252014,0.3572317361831665,0.3011186122894287,-0.21283856402150542,-0.19275411186934682,Negative,Positive,Neutral,Neutral,Negative,Negative,Negative,Negative
Being Titanium it is way stronger yet Lighter than my Pixel Fold and any Samsung or Razr out there.,0.3818,0.0,0.23314769472926855,0.006374863907694817,0.6572678089141846,0.723326563835144,0.9043675441380885,0.3051380205550104,Positive,Neutral,Positive,Neutral,Positive,Positive,Positive,Positive
"Truly an amazing phone. Charging time and battery life are unreal. Camera isn't as good some flagships, but more than great for non professional photographers. UI is the best version of Android I've ever seen.This phone should embarrass Google and Samsung.",0.9289,0.6166666666666667,0.018450687639415264,0.0016369246877729893,0.7262049913406372,0.7232687473297119,0.9159223712608026,0.49631533005093154,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Works great and has a long battery life. Feels sturdy, screen response is accurate. Two biggest gripes is brightness when outside and the 1 Android update.",0.7717,0.28750000000000003,0.04764225520193577,0.003517241799272597,0.6680582761764526,0.7233253717422485,0.5603548148380888,0.33414286236785945,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Have been a LG user since their first Android phone. Since LG is out of the phone market now I had to find a different phone to replace my Velvet 5G. After looking at options for almost 2 months I heard about the OnePlus 12. Got it on the monthly no interest plan with intent to keep it if I liked it or send it back if I didn't. To be honest this phone is pretty much perfect. 16GB of RAM + the phone's ability to use extra storage as temporary RAM is almost obscenely fast for a mobile device. 512GB of on board storage will hold pretty much anything I could need for the foreseeable future. The Snapdragon 8 Gen 3 tears through games like a hot knife in butter, and the phone automatically adjusts settings for best experience. Now that brings me to the final piece of this pie: the battery. This sucker is massive, and paired with the included power brick and charger cable it routinely charges from under 15% to 100% in 20 minutes. I have spent 12 hours using it non-stop and barely dropped past 40%.This may come off like an advertisement but I simply cannot overstate how much I enjoy this phone. If I had any complaint it would probably be the curved screen. You'll want a case on the phone or if you're like me and have fat hands you'll routinely tap the screen on accident.",0.7997,0.17826086956521744,0.11438794806599617,0.035036906599998474,0.390728235244751,0.109444260597229,0.8434873694485088,0.39417461873594417,Positive,Positive,Positive,Neutral,Negative,Negative,Positive,Positive
For phone calls it's not the best but for gaming it's a decent phone,-0.2924,0.5833333333333334,0.26471491158008575,0.025044383481144905,0.6523311138153076,0.7233285903930664,0.6767761531231948,0.25149375630355175,Negative,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
"There is nothing I dislike about this phone. One of the things that blows my mind is how fast you can fully charge the battery, put the battery in smart charge mode, expand the RAM memory without the need to buy a RAM memory card, and the built-in speakers. Apparently somebody was thinking outside of the box when this phone was in development. They understood the critical importance of battery life and performance along with RAM memory. For instance I expanded my RAM memory from 16 gigabytes of RAM to 24 gigabytes of RAM by simply sliding the slider switch in the settings and what a huge difference it made. No freezing up of any apps, quick responses when launching an app or apps etc.Although this phone does not have a memory card slot such as an SD card slot for external storage it more than makes up for that and you can get around that easily: You can share your files or photos very easily by 1. Transfer them using Bluetooth from or to your computer or another phone. 2. Tether to your computer or utilize NFC. This phone has two SIM card slots meaning if you want to add another number for business use you can do that without having to buy an extra phone - what a real convenience and money saver.This phone is very intuitive and informative on many levels. The weight and feel is very nice and the appearance. There are a lot of hidden features and tricks within this phone. When the phone's battery is in smart charging mode and I highly recommend that the phone will record your charging habits thereby increasing the battery life based on your charging habits. In case you're wondering it only takes half an hour to fully charge the phone. I end by repeating my words are not adequate enough on how awesome this phone is for the price. Is it worth the price? ABSOLUTELY! Way to go Nord!",0.9755,0.2093239795918367,0.16766023635864258,0.11165256053209305,0.5147545337677002,0.3873579502105713,0.8806459885636254,0.46895655300923955,Positive,Positive,Positive,Positive,Neutral,Negative,Positive,Positive
"Been running for about 2 months now. Battery and charge time is outstanding, beautiful screen. Has a times when it just get clunky running rough, but a restart seams to correct. Sometimes the screen will scroll way too fast, and doesn't have as many options as a flagship oneplus, but that's to be expected. It's well worth the money.",0.8608,0.3071428571428571,0.127141535282135,0.07990077137947083,0.676856279373169,0.7228341102600098,0.7717451342867536,0.4293460596182433,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
"So I loved this phone at first, best foldable in cosmetics and software. But unfortunately I had to return it. The phone was extremely slow in both 5g and wifi, I had to constantly restart the phone for it to connect normally. It became unbearable to have to restart the phone every few minutes.  Also the customer support sucks. They really don't care and give you attitude when you chat with them. So for that I returned it. I guess I'll wait for the pixel fold 2",-0.3549,0.09999999999999998,-0.7814606428146362,0.5104912519454956,0.4118351936340332,0.6607059240341187,0.606669561408027,0.016160034107777266,Negative,Neutral,Negative,Positive,Negative,Positive,Positive,Neutral
"What caught my attention first was the storage capacity. Now that I have it, it charges really fast and lasts at least two days, love that even more. It also takes really great photos",0.8173,0.325,0.006959555088542402,0.020436372607946396,0.6233686208724976,0.7233099937438965,0.9194941940891633,0.4178380243571304,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"***OnePlus is throttling performance in the most used apps***I've been a OP user for several years. I was waiting for the OP9 model new cameras, as this has been traditionally the ""compromise"" on previous models.I've read about the battery & heat issues reported by several users at product launch. But it seems that was  already addressed by recent updates. So I decide to buy it.Unfortunately OP has resorted to throttling apps to tackle these battery/heat issues. IMO, this is just not acceptable. Pls google ""OnePlus throttling"" and you'll find a tons of reports of this.According to the news, this throttling affects not just Chrome, but all the apps that I use for work. I couldn't believe it. So I run a test against OP5T. The results are staggering. The OP9 is way more sluggish than a 4 years old model. See the attached pictures with the benchmark results.So if you buy for the performance of the Snapdragon 888, you'll not get it (as of time of this review). If you can live with that, you'll getting a great screen and good camera package. Who knows, they may be do another FW upgrade and give the user the option to ""performance"" or ""battery""Consider it carefully before buying.",0.6688,0.20046620046620045,-0.8637593388557434,-0.441604882478714,0.4680032730102539,0.38449931144714355,0.6361136670609348,0.04000312923853555,Positive,Positive,Negative,Negative,Neutral,Negative,Positive,Neutral
"This OnePlus company is a joke and stealing people money, flimsy products and their warranty is sucks, US authorities should ban them from stealing hard earned money.",-0.9136,-0.29583333333333334,-0.9808589816093445,-0.9499099254608154,0.6355595588684082,0.7233198881149292,-0.25637617015436914,-0.6793156821115724,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative
What I like about it is the size what I don't like about it is I couldn't even turn it on so I sent it back,0.1002,0.0,-0.5437048077583313,0.3506762683391571,0.6684811115264893,0.7233227491378784,-0.2395290946151734,-0.06647152680686952,Positive,Neutral,Negative,Positive,Positive,Positive,Negative,Neutral
"Everything has been fabulous with this phone, but all of a sudden it quit taking calls from the company I work for.  It might be my carrier. Not too happy about night photos but I feel I need to play with the settings, the sound and day photos are awesome.  Easy to set up.  Good phone for the price.",0.9398,0.5333333333333333,0.047453947365283966,0.12285961955785751,0.615710973739624,0.7226182222366333,0.86930481658418,0.5025503433681309,Positive,Positive,Neutral,Positive,Positive,Positive,Positive,Positive
Coming in two colors Its Speedy Quick Responsive Loads Applications Fast,0.3612,0.26666666666666666,0.16161978617310524,0.013442345894873142,0.6488672494888306,0.7233293056488037,0.8592940330747378,0.3324445663618766,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
"I wasn't sure about the N30, but now I am. Great device! I've had a variety of not so great androids, with some good ones like the galaxy S2, and pixel 3. This N30 replaces my OnePlus 9 5G that's just about 3 years old and the battery wears out quickly. 3 or 4 years is normally my upgrade window. To the phone: The N30's processing ability (695 Snapdragon) is on par or better than the 9's (888 Octocore), frame refresh rate is very good, pictures look good and the speakers also work very well. Games and videos stream smoothly, and how about the external memory capability? Not many devices support that feature anymore. I've had the phone for 3 days now and recharge only once a day, takes 30-40 or so minutes. The bottom line though is this phone performs really well. I added a nice protective case with a 256 GB micro SD card and I'm at a mere $310 including tax. My 9 5G was $700 alone. Absolutely awesome value at this price point. The money-saving value gives me the satisfaction equivalent of what a $1,200 flagship phone would provide. The Nord N30, I found a winner.",0.9945,0.3864912280701755,0.05678389593958855,0.0015635858289897442,0.43268394470214844,0.40220415592193604,0.9598014286885491,0.4798280277054606,Positive,Positive,Neutral,Neutral,Negative,Negative,Positive,Positive
Love my new phone. This is my second OnePlus with even more features and easy to use!,0.8251,0.3356060606060606,0.0045038743410259485,-5.987906479276717e-05,0.6516783237457275,0.7233279943466187,0.9034239772852823,0.41371480663351523,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Still getting updates in 2023.Great screen, performance, and battery life.ONLY $350? Nothing else beats this.",0.6249,0.0,0.10113538056612015,0.022388923913240433,0.6843858957290649,0.7233293056488037,0.8009749246805433,0.3098798458319808,Positive,Neutral,Positive,Neutral,Positive,Positive,Positive,Positive
"After less 2 years of light use, no games just reading articles and using basic phone functions, this phone decides to ""Qualcomm Crashdump mode"" and it is BRICKED cant do anything, cannot reset, cannot access my data, cannot fix the issue the phone is stuck on this black screen with Qualcomm crashdump mode written, I have lost a lot of important data such as family pictures, notes, phone numbers... The phone is literally new not even 2 years old yet, there is not a scratch on it and I took care of it. Now its completely useless and I am required to download complicated programs to try and get my phone working and lose all my data, the fix for this problem is very complicated and can go wrong in many ways, in a split second my phone is gone. THIS WILL BE THE LAST TIME I WILL EVER EVER BUY A ONEPLUS PRODUCT. DO NOT BUY THIS PHONE. I PAID ABOUT $700 WHEN IT CAME OUT AND NOW IT IS BRICKED BRICKED BRICKED. I hope this company goes out of business. F*** YOU ONEPLUS.",-0.8631,-0.06313131313131314,-0.9265857934951782,-0.8339298367500305,0.44432497024536133,-0.08980488777160645,-0.23738061538298244,-0.5848255117519009,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative
the battery life drains fast but the charger you get with the phone charges it up very fast overall a good product,0.296,0.29,0.12119326554238796,0.02167106233537197,0.6560807228088379,0.723326563835144,0.9407359001430668,0.3339200456041653,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
"My iPhone 14 pro max screen got damaged and replacement cost is 400$ ,So I thought of spending on one plus 12r .It's 2 days in one charge and still working .Everything is good very easy to move from iOS to Android.Only downside is the camera and we can't expect more from 400$ phone .I tried pixel 7a , camera is good but 12r outperform 7a in all other aspects",0.3708,0.46766666666666656,0.1160079762339592,0.19433137029409409,0.6959811449050903,0.7210934162139893,0.7361453734072805,0.3769902773204001,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"SOY DE ECUADOR LO COMPRE CON MUCHAS DUDAS DE QUE FUNCIONARA EN MI PAIS PERO LA VERDA QUE SUPERO MIS ESPECTATIVAS, ES MUY BUENA LA INVERSION QUE HICE AL COMPRAR EL TELEFONO  ONE PLUS 12R, FACIL DE USAR EXCELENTE BATERIA EN SU DURACION LA CAMARA NI HABLAR ES FULL NITIDES ASI QUE SI ALGUIEN LO QUIERE COMPRAR DE CLIP EN EL VOTON DE COMPRA Y ESTARA ENTRANDO AL MUNDO DE LA TECNOLOGIA EN SUS MANOS",0.0,0.35,0.8072543740272522,0.0048250239342451096,0.6787853240966797,0.716571569442749,0.983358679053621,0.42908761540302365,Neutral,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
This phone is fast and has pretty good value with price below 300$. The only issue is the battery life but you also get 65W charger that can have a full charge in 30 mins.,0.5789,0.3,0.0413504159078002,0.005122884060256183,0.6606287956237793,0.7233139276504517,0.9310232157209857,0.37127930313780844,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Went up from 6T as it wasn't switching to mobile network from WiFi or sometimes not even connecting on Google Fi network. This one works just fine.Once you experience how fast this one charges, everything else is going to be frustrating.While I am mostly happy with the overall experience, a few camera related things bother me.1. Pro mode supports only the main camera. Why not the wide angle? You can't zoom either.2. You can't set the high resolution mode as default. The default resolution is only 12 Mega pixels! Why? Edit.. you can, after the latest update.3. The panorama mode has been improved and is much smoother. However it doesn't take advantage of the wider camera. You can't choose the camera/lens either. If you install GCam, it will give you a wider(or higher)more pixels.4. In pro mode if you adjust certain parameters and leave the rest floating, the shutter speed won't go down below a limit to compensate(unless you adjust that also manually.5. You can't zoom in in portrait mode. Why?6. The stabilization rocks(but the video is cropped compared to the photos).Lost the ability to set dark mode for individual apps with the last update.Also the Bluetooth randomly connects and disconnects if there is nothing playing.",0.8176,0.06307760141093473,0.16827942430973053,0.22109995782375336,0.4089317321777344,0.36886000633239746,0.5650217873195821,0.3670157541728002,Positive,Neutral,Positive,Positive,Negative,Negative,Positive,Positive
I love every aspect of it.... Except the camera.,0.6369,0.5,0.009512040764093399,0.0073767248541116714,0.6669580936431885,0.7233297824859619,0.9435104133346095,0.41945983579056295,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Since it's a budget phone. There's no wireless  charging, which isn't a deal breaker. But it's also not water proof, which is a deal breaker for me. Camera is mid but no bad. Phone is quick. Overall really surprised but the no waterproof is a no go for me but if you don't mind. It's legit a great phone for a quarter of the price.",0.7914,0.2638888888888889,0.16119573265314102,0.06351973488926888,0.6573748588562012,0.7213938236236572,0.6852313276331029,0.3930471368128803,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
Like it a lot.reconmend this phone good sound good picture and no creases when you open the fold.,0.7269,0.45,0.01962886843830347,0.003085615113377571,0.6374351978302002,0.7233285903930664,0.8526822721990688,0.41045935115015003,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
I have been using it for a week now and I enjoy it and didn't have to use my laptop since then.,0.4939,0.4,0.03183639468625188,0.0019465303048491478,0.6224473714828491,0.7233235836029053,0.9053988781008808,0.36661636061839636,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
Excellent all around cell phone at a reasonable price.,0.5719,0.6,0.021243139635771513,1.2570992112159729e-05,0.6606755256652832,0.7233297824859619,0.9189450745356145,0.42242015703269964,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
It was nice mobile;,0.4215,0.6,0.02840422629378736,0.010769587941467762,0.6600649356842041,0.7233299016952515,0.9206616599621281,0.39626709483947664,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Phone is OnePlus first attempt at a folding phone, and it is a decent first attempt, but not at the full price of the unit. With incentives with trade-in (OnePlus 8 Pro) and repeat buyer, I got this phone for $350 less than retail. Still a bit steep for its design.I will get right to the point with my issues and hope that updates will address the issues:Apps do not realize that the phone is a folder. I play games, I run programs. Switching from full screen to front screen or vice versa the Apps do NOT RESIZE correctly. It just skews big to small or stretches from small to big. App must be restarted to correctly fit the screen.Game apps do not position correctly. I had a Fold it always sized the view area and positioned the app in a useable manner. This phone does NOT support full screen apps correctly...it is what I called center skewed.Screen brightness algorithm is very arbitrary. Screen gets bright if you turn it up manually. Outside in the bright sun it is visible when you MANUALLY turn up screen brightness. It does NOT automatically set screen brightness even when it is enabled, annoying. In a dark warehouse, on odd occasions the screen turns on with setting at 1/3 brightness...it is way too bright for my inside needs.Battery life is very good, fast charging via cable only is not an issue for me.  I do not need wireless charging.Screen has poor color saturation.  Colors are dark and muted, not bright at all like the older OnePlus 8 Pro.So far, I am tolerating the phone. I would give it a 3.5...but you cannot give it half numbers, so I am rounding up.",0.9794,0.09029185867895546,0.4285845458507538,0.2767704501748085,0.3777209520339966,0.2780020236968994,0.013479626759853536,0.3577052962928743,Positive,Neutral,Positive,Positive,Negative,Negative,Neutral,Positive
"Buy it. This is an amazing device and a home run from OnePlus. As a buyer since the OnePlus 6 and follower of Carl Pei, the previous CEO, I've bought every OnePlus device since and always ""Settled"" for the OnePlus 7T McLaren. It has a Pop Out Selfie Camera, 90hz, 12gb RAM, Fast Charging, Great Screen, and the photos rivaled my wife's current S22u in some cases! It was so good, that every phone since the 7T McLaren just couldn't reach the bar that phone set. Now here's the 12. And this is the one. This is the keeper, and will be my next daily driver for hopefully the same amount of time as my 7 series! Camera in this phone is absolutely brilliant. The screen is bright-Very Bright- and smooth as butta. Colors are vibrant, sound is clear, and very easy on the eyes. Battery?!? Did someone say battery? This thing is a beast! I'm really enjoying this so far and happy I made the purchase. OnePlus has outdone itself here, and I will be pairing it to the OnePlus Watch 2 and OnePlus Buds 3 very soon! Do yourself a favor, and settle to Never Settle, you WON'T regret it.",0.9927,0.36651041666666667,0.008892063051462173,-0.00024095037952065468,0.468430757522583,0.3873252868652344,0.9331741658641185,0.46020713904054533,Positive,Positive,Neutral,Neutral,Neutral,Negative,Positive,Positive
"I recently bought the one plus 9 5G with 128 Gigs of storage and 8 of Ram and I have a problem with the screen, it turns out that it does not respond well to touch when I navigate in the different applications, much less when I am playing a game, it is completely unplayable I don't know if it's a system bug or if the screen is damaged, the screen looks fine but I can't handle this error on touch anymore, I need a solution,",-0.5639,-0.09166666666666667,-0.9209015369415283,0.5140130519866943,0.5528671741485596,0.6837998628616333,0.6458651527154298,-0.08331799978121417,Negative,Neutral,Negative,Positive,Positive,Positive,Positive,Neutral
