text,vader,textblob,roberta,bert,cnn,lstm,svm,average_score,sentiment,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,avg_sentiment,nouncount_,verbcount_
I have had the IPhones and moved to androids. Then found that there was always some little annoying thing or some thing not up to par w/ last few phones I've purchased. Found the OnePlus N30 5G shortly after it was released in North America. I have and will continue to stick w/ this phone as long as the quality continues at the same measure because all other specs are great.,0.4005,-0.0625,0.05399136074650146,0.03902513470474489,1.0,1.2987196e-05,1,0.3472899260924619,0,Positive,Negative,Negative,Negative,Positive,Negative,Positive,Negative,17,14
"I just got one last week, it works great. I love how Samsung makes it so easy to transfer all your stuff from one phone to another, copied everything from my S10e including my background over to the A54!I'm also very glad that they kept one series of phones that are capable of taking an SD card! This is the whole reason why I chose the A54 over a S23.The battery is great, I run it for two days straight and it is only depleted 50%. The screen is nice and big and bright.I have it well protected in a wallet case and expect to have it for years to come. https://www.amazon.com/dp/B0C1WLMNCH?ref=ppx_yo2ov_dt_b_product_details&th=1",0.9853,0.36944444444444446,0.0001282504955949504,0.004481986866054839,1.0,0.859238,1,0.6026561014760572,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,24,21
This is an Awesome Product,0.6249,1.0,0.0001228572301330555,-0.0024883176021529407,0.0,0.6886381,1,0.4730246615307602,0,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Neutral,1,1
"Works great. I needed a phone immediately as my last phone (S10) fell and broke, and this one had fast shipping. It's specs aren't as high as the S23 but it's great. You won't notice much difference really, it's only a bit slower but it's doable. I love the purple color. My hands are small so it was uncomfortable and really slippery without a case, but I got a case immediately and it's more manageable to hold now.Battery life is absolutely amazing. I can't believe how great it is. And I use my phone HEAVILY. Watching videos, gaming, muli tasking with a billion tabs open and not once did my phone die on me. Had it for a month so far.",0.7313,0.23000000000000004,0.00038639085612995894,0.0009086638306461522,1.0,0.8335936,1,0.542312665947947,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,32,21
What I was expecting!,0.0,0.0,0.12445408297159677,0.001592227065576237,0.0,0.6818041,1,0.2582643472253988,0,Neutral,Neutral,Negative,Negative,Negative,Positive,Positive,Negative,1,1
"The phone is overated. Very slow transferring data so I returned the phone the next day. I would advise anyone purchasing high dollar items on Amazon. The refund process is 30 days which I believe is too long. If they can charge you immediately after you purchase an item, they should able to refund you in an adequate amount of time. Thank you.",0.6249,0.0922222222222222,0.14162453329865343,-0.38680232265508696,0.0,1.495715e-06,1,0.21027798979725107,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,17,10
"I will only buy a Samsung phone for many years I was Moto person.  But they have horrible tech support and the phones are ONLY updated for two years.  NOT from date bought but date released which means many are out of date as far as updates go, again they and most other Android makers only update phones for two years if that..  I was going to buy a apple but I do not like all the limitations for them.Well I started deep research and found out that Samsung is the only company doing security updates for 5 years.  And on the models that have the KNOX security it is almost as good as it gets without being rip off by Apple's over price products.I first bought the A54 3 months ago for $400.00 and I believe it is one of the best phones for the money and it has the Knox well my wife needed a new phone and I bought the Samsung A14  for $199 it is excellent no it lacks the Knox security but is covered for 5 years of updates.  The only downside to the A14 is the finger print reader is in the on/off button.  That is a draw back unlike the A54 that it pops up on the front very easy to use.  Unlike the A14.  But that aside I love both of these phones and Samsung tech support is good not great but very good.  Just my thoughts.  I think anyone wanting to save money and get a great phone here they are.",0.9937,0.27644570707070704,-0.2534699323790135,0.06365974970151278,1.0,1.7000697e-06,1,0.4400481749232687,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Negative,66,47
"The phone is self is amazing. However if you have Boost Mobile service it will not work. Oh and it did not come with a block for the charger for $1,181 I should have received everything. I had to switch phones to activate the phone other than that I love my new phone.",0.8316,0.2778409090909091,0.011173861462054013,0.07922535378952311,0.0,1.4007715e-06,1,0.314263075016277,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,10,13
"Got the phone, transferred the Sim and SD card from s9+ turned on and worked without any problems. Used Samsung Smart Switch and Google play to transfer apps and files from old phone to the new phone. Had to re-setup all the MFAs I use for work, but was expecting that. Love the in screen fingerprint scanner. Much easier to use then the back scanner I used on the S9+. It will miss from time to time, but especially at work where I have to do MFA authorizations many times throughout the day when connecting to user's computers and servers to check settings or perform remote fixes it is so much easier to press my thumb to the front of the screen than having to pull off the wireless charger to scan from the back. Battery life is great. Old S9+ could barely make it through a normal 8 hour shift and sometimes it wouldn't. The S20 FE makes it through a 12 hour extended shift with more than normal MFA with 27% battery still left. Can't really speak to the camera as if I am wanting to take good pictures I will pull out the Canon Rebel. For quick snaps of serial numbers, model numbers and things like that it works fine. Hands free is much clearer than on the S9+ as I don't get crackling or distortions on the S20 FE. A good phone for a refurbished one.",0.9907,0.25802597402597405,0.015357084870710747,0.014624063173018148,1.0,1.2884691e-06,1,0.4683869157912565,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Neutral,67,42
I've had my phone 2 days it is Aug 29. Phone seems to work perfectly.. love the green color. Didn't realize the screen was so wide but that's ok. I should've read it better.,0.8422,0.24,0.0023515484940925813,0.012861534803346418,0.0,1.8697768e-06,1,0.2996307075820396,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,8,10
"Excellent experience and a great introduction to Foldables. User experience is very smooth and fast. Navigating the interface felt intuitive. Multitasking is amazing on this device and features to activate them should be the standard in the industry. The leather back is quite nice it is soft and adds texture to grip the phone with a case. Camera quality is better than the quality on Samsung folds in my opinion, but the bump is outrageously large. If you get pass the look, it is understandable to hold the phone and use it like any other digital camera. Also it gives a nice ledge rest on your fingers while you use the front screen... A  amazing phone.",0.962,0.373952380952381,0.0005206060468096463,0.0031355928060996146,1.0,0.8852358,1,0.6035491951776112,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,31,21
"My wife gets this phone ( damn it ! ) .  Really nice. ( Good riddance , Samsung !  ) Was a piece of cake to transfer data from old phone . Best speakers I've heard on a smart phone. Snappy ,  responsive.  Fantastic picture ,  streaming movies etc. Streaming is smooth as silk . Up and running without a hitch ... T mobile SIM card.",0.9527,0.5127551020408163,0.0004617976843042104,-0.0013313287819445643,1.0,0.71400964,1,0.5969421733634556,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,21,10
"Buy it. I love this phone so much. Im looking forward to buying future models. The battery life is amazing lasts you the whole day and even when you need to recharge it, it charges super fast. That being said use the factory charger it comes with. I don't regret buying it.",0.9206,0.29047619047619044,3.7343347845997243e-05,-0.0006247628177393286,1.0,0.8753507,1,0.5836913549623078,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,13,12
The full battery drains in less than 1hr and it finally stopped charging today...in less than 6 months of purchase. Not happy,-0.5991,-0.07666666666666667,-0.847624242564344,-0.3037091950355546,0.0,0.83524513,1,0.0011635754542462795,1,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,3,3
Phone screen went out less then a month. Instead of replacing it with a new 1. Was told I had to Mail this phone in with a 10 day turn round. or file it under my insurance that has a 299 deductible. On a brand new phone. Samsung has loss a customer for life over a know faulty screen issue. Several reviews say the samething. Please Loyal Samsung customer they do care about you. Please do not care about them. I know because under ever bad review it is a copy and paste of the same message to tell to do the samething except getting help. For you that having streen issue just connect to your PC. Transfer info to another phone over wifi.,0.4352,-0.05757575757575756,-0.36324503505693684,-0.5168506325429817,0.0,7.563925e-07,1,0.07107561874526394,-1,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,39,19
Bought this in Nov 2022 for my girlfrient and she loves it. The battery seems to work well and she puts it on the charger every night regarless of the remaining battery percent. She has no issues with the camera and is pretty much using the stock Samsung apps for all of what she does. I will say there is a lot of bloatware on Samsung phones.,0.7783,0.225,0.001984340588747413,0.0030000293625381917,1.0,0.8767525,1,0.555005266530996,0,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,18,12
"Have owned an S3, S4, Note 4, and now S6.  Samsung makes an excellent product. The S6 was for my son who is at college studying to be an engineer.  He LOVES this phone.  The phone is fast, sleek, logical, intuitive and highly functional.  We are amazed at each successive generation for the improvements and innovation that bring the Samsung product along.  One benefit not often though of is that Samsung seems to develop and support software updates more frequently.  They roll out the updates to many other older generations of their lines too which means your phone stays much more functional and safe for the time you own it.  Some brands do not seem to roll out updates as Samsung does-it is not that there are issues but that they constantly innovate.  This fact along is reason enough to purchase a S6 but paired with the excellent aesthetics and quality build-you can't go wrong.**Please note-I do not recommend trading in your old cell phone through Amazon. The phone that this new S6 replaced was sent in it's original box, in perfect working order with excellent battery & original equipment cables having been protected by cases & screen protectors throughout it's 2 yrs of usage. It very clearly met the criteria listed for being in the top tier yet it was downgraded to a lower value. After it a long shipping voyage there, now they shipped it back (not yet received!) taking many weeks!  Amazon evidently uses vendors to evaluate trade ins-had I know it was a third party then I would never have bothered!  This is a money making venture but not for you the consumer. Don't make the mistake of factoring in a trade in for your purchase of a new phone.  If you do decide to flip the coin and try it-take photos of the phone, photos of serial numbers and photos of every single thing.  I do not recommend that you use Amazon trade in for your old phone.  This one was in perfect condition and only 2 years old top quality-premium phone still sold today!  Better to keep it as a spare of donate it & write it off your taxes.  Very frustrated and extremely dis-satisfied by the trade in experience-especially as it was through Amazon.  I honestly expect more and this will influence whether I purchase another phone through Amazon or if I go to my carrier who had an offer of $100 for trade in value on this phone. Lesson learned-it pays to shop around and factor in your trade in value with the purchase but I choose to be loyal to Amazon rather than my carrier.Some things we don't like are NO SD card!  Though you can readily use cloud services of many kinds to safeguard your info, many of us still prefer to have that SD card.  I also am not a huge fan of not being able to remove the battery myself.  This model moves towards the Apple method of doing things where any little thing you want done has to be done at a store, shipped in or can't be done!Screen:The Gorilla glass is excellent and top quality. The clarity and resolution of the screen is outstanding-just when I thought my Note 4 was the greatest, they go and improve within the few months between the time that it came out and the new S6.Conclusion:I highly recommend this phone.  We have two tablets, and have had five Samsung phones and been very happy with them all.  They work well together and the quality is outstanding.",0.999,0.32860901219992134,0.0007187663789927634,0.004039209796619373,0.0,4.4214576e-06,1,0.33319591569044205,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,139,113
So if you're into rugged phones this is the best option. Just wish it was 5g and had a better camera but still a great functioning phone .,0.9011,0.7666666666666666,0.004079835378588914,0.016409193393888022,1.0,0.8542562,1,0.6489302725929254,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,6,6
The phone should have come with a proper wall charger. We had to order a wall charger for it separately.,0.0,0.0,0.21786369943233908,0.10285545872741553,1.0,0.90505356,1,0.460824673446454,1,Neutral,Neutral,Negative,Negative,Positive,Positive,Positive,Neutral,6,4
I love the color and quality of this phone.Works fantastic.,0.8316,0.45,5.528450910605165e-05,-0.00029336409864901794,1.0,0.83906275,1,0.5886320958214235,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,3,2
"The worst is that the phone is advertised as rugged, but the glass shattered at the first fall. And the warranty doesn't include its repair. Then, after the screen was changed and the phone got wet the screen stopped working altogether.The other thing I don't like is that its proportions are odd, it is too long for its width, and the text doesn't fit on the screen.In short, after less than a year, I have to change the phone for something else.",-0.9462,-0.10648148148148147,-0.9527674467840022,0.07240723780574987,0.0,7.3556146e-07,-1,-0.41900585069975377,1,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,23,17
The  wall charger and tool for removing the Sim were not included.,0.0,0.0,-0.006001548399469647,0.06702902121140752,1.0,0.81702334,1,0.4111501156713282,1,Neutral,Neutral,Negative,Negative,Positive,Positive,Positive,Negative,4,2
"I'm not sure what sort of black magic whoever was selling this did to mess up the phone, but it doesn't scan fingerprints, the display is messed up, and the battery life is abysmal. The a52 is normally a good phone, but not from this carrier. Wish I could stick needles in the eyes of whoever sold this for wasting my time.",-0.1232,0.12166666666666667,-0.9009456451197078,-0.07465950890303774,0.0,6.861053e-07,1,0.003266028392745194,1,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,13,12
"Product was a gift for my wife who isn't really into tech stuff, but loved this purchase. She especially loves the picture quality of the camera ... No wonder it's the best phone for 2018",0.9571,0.475,9.52772103241517e-05,0.0014602808211298252,1.0,0.83338356,1,0.6095770168874454,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,10,5
my only disappointment is the the rear facing camera lens has already cracked but it was no due to a fall or anything of that nature.  The good news is that it has not impacted the pictures however it is disappointing that my new phone of a month is already not at a 100%.,-0.6597,-0.05018939393939394,-0.3858400807744605,0.08937906237391324,0.0,6.4036954e-07,1,-0.0009071102814865688,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,9,12
Great phone.,0.6249,0.8,0.0027922169424825505,0.0004847820954356763,1.0,0.9267969,1,0.6221391303121272,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,2,0
It cost only UD 539...,0.0,0.0,0.18085433387812844,0.006372103263009521,0.0,0.76023793,1,0.27820919562090546,0,Neutral,Neutral,Negative,Negative,Negative,Positive,Positive,Negative,1,1
I bought this phone as it was clearly advertised  twice that it was unlocked but it wasn't so I couldn't use it!,0.2828,0.12499999999999999,-0.5045733773558899,-0.1096532002772479,0.0,0.86924446,1,0.23754541123686584,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,2,6
I did a ton of research when I needed a new phone. I always get unlocked phones to use on any GSM carrier. I am currently using Cricket wireless and I get LTE everywhere. I was coming from an LG G5 RS988 which was a great phone but not with a cracked screen. I needed something with an awesome chipset and a great screen. Not too big though. This for the bill. The front mounted fingerprint scanner and hardware back and recent buttons are what really attracted me to this device. No need to lift the phone to unlock it and more screen real estate without soft nav buttons. This phone is still being updated with security patches from OnePlus and the open beta supports project treble. There's a ton of software development for this phone as well if you want a custom ROM or kernel. I'm running the most current OxygenOs release with a custom kernel and the battery life is amazing! The cameras take great pictures and the watermark is an awesome feature. I am completely satisfied with this purchase!,0.9942,0.39007177033492824,0.011947113783785657,0.01335426811755816,1.0,1.9021688e-06,1,0.48708215062930077,0,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Neutral,56,27
Es lo que esperaba.,0.0,0.0,0.5271181155873439,0.004622706751782835,1.0,0.90430826,1,0.49086415454661125,1,Neutral,Neutral,Neutral,Negative,Positive,Positive,Positive,Neutral,4,0
"This is the best cell phone I have had.  It works flawlessly, rapid charge is outstanding, screen is easy to read in any light.  The memory & storage size makes everything work smoothly.",0.9169,0.6222222222222222,0.00015288643647970446,-2.1471288639074784e-05,1.0,0.8687818,1,0.6297193489155022,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,10,8
"For those that like a foldable phone, the mechanics are super solid.  I genuinely LOVE the fingerprint reader located on the side power button. It makes unlocking the phone a breeze and in my month or two of using it, it has been a flawless process. The phone itself is very attractive and eye catching (have gotten multiple comments on it at work). The folding mechanic in conjunction with Google Translate can make for a very helpful experience when travelling. The Samsung Galaxy/Android user experience was very nice, no complaints. Camera was pretty much on par with previous Pixel phones in my experience.The phone is generally much more sensitive to dirt/sand due to folding mechanics (be very careful at the beach!) While not horrible, the actual fold crease in the screen is a bit annoying especially if you watch a lot of media on your phone the way I do. Screen seems to have more glare than previous smartphone (I believe this is due to the foldable screen protector) and it always just looks a little lumpy in the middle of the screen when you have it fully open.Ability to add apps to home screen is very helpful (although it requires an additional app that doesn't come default with the phone) but, otherwise, the limited amount of dedicated widgets for the cover screen was a bit disappointing. The AI features while potentially fun, really didn't seem to use much of a functional purpose to me, but might appeal to a younger user.  It does get points for being much more comfortable in my pocket and being very compact.Ultimately, I think if you are not bothered by the fold in the screen because you don't watch movies on your phone regularly and you are looking for an ultra compact phone with all the bells and whistles, this is a great option for you.",0.9873,0.1853667953667954,0.00014261782579060023,0.0049268762823102925,1.0,2.6494472e-06,1,0.45396270556029894,-1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Neutral,77,55
"I hate cell phones.  I had a cracked screen for the last 3 years.  It was ugly, unsightly, embarassing, but functional.This phone?  This phone is great.  I feel like I got it for a steal.  Works flawlessly,  Easy to switch over.",0.7992,-0.05333333333333332,-0.08894201469431451,-0.002225651003774143,1.0,0.94420856,1,0.514129651906099,-1,Positive,Negative,Negative,Negative,Positive,Positive,Positive,Neutral,11,9
"Firstly I was pretty skeptical of purchasing an unlocked phone never owning one before but so far this device has been nothing but first class performance. The only issue I have had so far is with getting this masterpiece to do wifi calling, but I have this same problem with my Galaxy S20 Plus and was able to figure out how to get it working and I have high hopes that the same will happen here. I have tried the moon zoom and it was spectacular. I love the size of this phone though I wish Samsung had at least made it the same size as the Galaxy S22 Ultra which is 6.9 inches, but however I can still work with 6.8 inches. I love the bigger screen phones because they are better for conducting business on the go and of course videos, movies and photography. Love the brightness of the screen and need I not mention the S Pen which I always wanted. Though it's true that this phone is pretty expensive, still, all in all it's worth every single penny for everything thing that has been put into it including hours of labor and time. I didn't want to upgrade my Galaxy S20 Plus this soon, but after seeing the moon zoom and the fact that this phone featured the popular S Pen, I have no other choice but to dive in, besides life is too short to not have the things we work hard for, so with that said I pampered myself to this device that I hope to have for many years to come. I seen in the reviews where someone stated that the phone will not charge past 85 percent. Go to settings, battery and device care followed by battery and then more battery setting and turn off the protect battery setting if you want your device to charge the entire 100 percent. However keep in mind that keeping this setting turned on increase the life of your battery when it only charges to 85 percent. Sound quality has also improved once again in this device and that is something that I love as well. I guess the even better part is the updates that is going to hopefully follow to put the icing on the cake because, as far as the hardware..... it's all there. Samsung has even stepped up their game and threw in McAfee on this one, so with that said, I stepped mine's up as well and bought the package deal from McAfee that will protect up to 10 devices. People, you ain't going to get better than this. This phone is super fast. I'm going to miss the memory card slot but just like the headphones port, I'll get over it quickly for all that this phone packs, I say so long memory card slot, welcome home Galaxy S23 Ultra.Update: 5/28/23.After having this phone longer, I've discovered more about it. The Bluetooth feature in this device is much faster than the one on my S20 Plus. My Galaxy Watch now connects instantly, where in my S20 Plus it took a few seconds to connect. I have been loving this phone so much that I have decided to replace the original plastic S Pen that came with it with the aluminum one to do my own part of keeping high-end products matched up with high-end products as I did with the case, going with the Otterbox Defender series pro case for this baby. I've heard people mention having dropped calls on Samsung phones, however I have not experienced that in this device this far into ownership. The photo of the Cellular Tower I took using the camera on this phone was taken from about a mile and some change away and I was zoomed to around 30mm out of 100, just to give you a better idea of what the camera on this device can do. I am very tickle with the benchmark results of this device, very, very beautiful results. Still waiting to see what it will do with a full moon not to mention the very popular ""Super Moon"". After using this phone for nearly two months now I still must say that it has been an amazing experience. I have also noticed where some are unfairly reviewing the phone, either you have a defective device or is not doing something right. The battery should be no less than 5 stars, and I personally would give it 10 stars if I could for being a perfect 10. I have gotten at least 4 days out of my phone off a single charge, I have also noticed where the fingerprint scanner got an unfair low rating, again if you use it right it will work right. Since setting this area of the phone up I have not once had any problems with the fingerprint scanner picking up my fingerprint, even when I have done it snappy it has never failed to work. So far on this device, I have not experienced any of the dropped calls that I hear about since the very moment I inserted my sim card into this phone. At last, I was able to take a few photos of the popular supermoon. Wasn't that clear of an evening here but I still must say that the camera on this phone did an awesome job capturing it at 230mm and around 7mp.",0.9993,0.200403040734366,0.046595656907584715,0.031148413368194128,0.0,3.1467537e-06,1,0.3253500368234021,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,209,174
"They (most reviewers) said it was overstated, but that was an overstatement.  The camera image and video quality is very poor throughout.  This is simply true, and should have been mentioned by reviewers.  Well over a decade old in expected quality.Everything else about the product is above standard.  Seriously cut the corners extrmemely hard on the camera.  Somehwat dissatisfied, but I needed something of rugged quality as well, something lacking in phones with much higher quality cameras.",-0.7869,-0.004500000000000004,-0.3984478003734415,0.21594294728823726,1.0,0.8950698,1,0.274452132125763,1,Negative,Negative,Negative,Negative,Positive,Positive,Positive,Negative,24,14
"Not bad at the discount price. At the end of the day it's just a phone, it works really well. My only complaint is finger print recognition. Not great. Might be a screen protector issue.",-0.0647,-0.030000000000000016,0.015972608936447585,0.0044413879264234325,1.0,0.88665444,1,0.40176691906445117,1,Negative,Negative,Negative,Negative,Positive,Positive,Positive,Negative,12,6
"I just received my White S6 128gb on Saturday & so far I have enjoy using it. I'm not totally loving the battery life because it really doesn't last very long. I had a HTC M8 before & with power saving on,  I was able to get at least 12 hrs of normal use (like surfing on social medias, texting, checking email,  YouTube). With the S6 with the same settings, if lucky,  I get 12 hrs with light use (barely using my phone except when I receive messages or phone calls).  We have a history of HTCs started to crap out on us after 2 years, so I decided trade in for the HTC, since I remember how much I loved the S3, for the S6. Plus my fiance loves his Note4, and wants me to get a Samsung. So far my pictures are way better than what I getting from my HTC, but I do miss my speakers; it is something to get use to. I really hope this phone will last me for a long time by I'm planning  to use it 2+ years, & I hope Samsung creates a bigger battery for the S6, I'll will definitely love my phone then.",0.9768,0.11406666666666668,0.07434392792713362,0.1354100221307042,1.0,2.2850193e-06,1,0.4715175573919669,0,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Neutral,53,35
"Very good phone, Samsung quality product, could have more battery, best cameras, very fast hardware",0.8258,0.6675,0.0010586804858765397,0.0016440308132532064,1.0,0.9211469,1,0.6310213772233141,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,7,1
"First, I get anxious about transferring data from one phone to another (have had bad experiences), but the process was easy.  Samsung was with me every step of the way when I transferred from my Galaxy S21 to the new flip 5. Worked from the get-go, and am very happy with the folded-screen notifications.  I can easily chat or view email or other apps without opening the phone. Finally, it is very pretty, if that matters (it does)! Very happy.",0.9731,0.2584280303030303,0.00037298524809048494,0.003840042907184144,1.0,0.89300704,1,0.5898211569260156,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,21,13
"I'm disappointed that only the international version has an FM tuner, and that this wasn't explained until I contacted Samsung tech support chat. On the other hand, it has a replaceable battery, microSD card slot, and headphone jack on a rugged Samsung phone in 2021. It is also made in veitnam instead of China. This is what sold me on it, the fm tuner would have just been a bonus. Finger print reader is just OK. Maybe it's just my fingers that get cut up at work, but the old AGM X2 had a larger sensor on the back of the phone that never complained that my finger wasn't all the way on the sensor. AGM X2 had a 6000mAh battery, and this XCover just doesn't hold a candle to it battery life wise with its 4000ish battery. But it's replaceable, so I plan on buying a spare or two.I also don't like the fad of putting the camera inside the screen, it's like a constant circle of dead pixels. The iPhone notch wasn't any better. Just give me my larger bezel back. Oh well, I'll probably get used to it eventually. I had an AGM X2 for 4 years, let's see how this one survives.",-0.0736,0.058333333333333334,0.11313539686890284,0.18301801157268516,1.0,1.2234166e-06,1,0.3258411378844995,1,Negative,Positive,Negative,Negative,Positive,Negative,Positive,Negative,65,30
"So this phone arrived damaged, because they did not wrap it in any bubble wrap, or any kind of protection, they just threw it in a bigger box, and by the time it arrived all the pieces in the box where everywhere and phone was broken...common sense is hard to come by these days. Didn't get to use the phone, however, i can tell you quality on these new Samsung phones is junk. My note 2 (although an older phone), much better quality than this piece of junk. I love how they makes these phones flimsier, yet more and more expensive. Some of the reviews say that the back comes off, the battery does not last etc. I really believe that. You just need to carefully look at it and you will understand quickly the quality is lacking. Once you hold it you know this is premium garbage.",0.6486,0.16964646464646466,-0.24842778625630046,-0.22114006121117935,1.7699204e-22,7.145166e-07,1,0.19266847595651246,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,33,27
Telefono de gran calidad,0.0,0.0,0.5604545719100531,-0.0009100745171519535,1.0,0.9180919,1,0.49680519865557243,0,Neutral,Neutral,Positive,Negative,Positive,Positive,Positive,Neutral,3,0
"Got this Phone a few days ago. It  came in great condition, works greats. Would but again from this seller.",0.3716,0.30000000000000004,0.00033713167709195635,-0.017724442087748704,1.0,2.3313519e-06,1,0.3791735744201747,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Negative,6,3
"This phone is honestly great. Unlocked for your phone carrier and you could also unlock the bootloader too and root, install custom roms etc. I bought this at the time since it was one of the last oneplus phones that gave customers access to msm tools which allows you to restore your phone if you somehow mess up installing custom roms. The phone is fast, amoled screen looks nice and crisp. The snapdragon 888 processor is fast but it does heat up. I've rooted the phone and simply underclock it so it actually stays nice and cool all the time and even extends the battery life.If you're deciding between an older flagship and a midrange phone, I think pretty much you're always going to get a better deal with an older flagship (betters specs) unless you need a specific feature from a budget phone like sd card or phone jack.My only real complaint about this phone is the in-display fingerprint reader. It's not as fast as back fingerprint readers but I can't blame oneplus as android a whole has moved towards using in-display finger readers. Also if your thumb is slightly wet then it likely won't read your fingerprint.",0.9778,0.16493055555555555,0.0013571430839764975,0.004823183829706992,1.0,0.9129519,1,0.5802661098747341,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,51,37
"Looked at the iPhone 6s.  This is the phone to get.  It has the right size and the software has more options. Looked at the S6 Edge, but since I put my phones in an Otterbox case, it would have been a waste. After over six months, I am very happy with it.  I love just sitting in on the fast charger and having it ready to go in less than an hour. Nothing to plug-in. Waiting to see how the battery holds up, but so far, so good. It gets me though a day even with the bluetooth activity and connection to the Weather channel. I had a Droid Razr before . Also a great phone.  Lasted a long time.  I was reluctant to try another Samsung after the problems I had with an older model, but they seemed to have gotten things right.I will update if I have any problems with it.  For now, I am very happy with it.  Be sure to get the fast charge dock.  Makes life a lot easier.",0.9828,0.3584821428571429,0.0004691001260140326,0.015495030082253058,0.0,5.271469e-06,1,0.3367502206477779,-1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,42,30
"This was a used/returned? phone and was listed as ""good, no scratches to screen"" condition.  It came in the manufacturer's packaging (box) and I couldn't find a single mark on the phone.  It even had the clear removeable plastic protection tape that is put on to ptotect the edges of the phone by the manufacturer.  The one for the screen was missing.  The only negative thing I can say is it was in a much bigger box with no packing material so it could bang around during shipping but there was luckily no damage to the phone's box.  It had 90%+ battery charge on it and it fired right up and I xfred all my info. from my GallaxyS10 to this one in a few mins.",0.1511,0.014761904761904749,0.118831950477289,0.043725635257099604,0.0,0.8812937,1,0.3156733149346817,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,28,23
"This phone has been fantastic. It is fast, easy to use, and compact. The battery is not great, but I knew that going in and was prepared to accept that compromise. Overall the phone performance for me offset the week battery.",0.7816,0.12666666666666668,0.0008571989356934706,0.012704827349914037,1.0,0.8517432,1,0.5390817020336047,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,7,13
"I waited to review this phone until I'd had it for awhile and could see how long the fold in the middle of the screen would last. The answer is 7 months. The fold has started to show rough patches. It hasn't started distorting yet but it's only a matter of time.  I really like how compact the phone is and it's a decent phone, but the screen is an issue. I'm going to wind up getting a new phone just about the time I finish paying this one off. It was not cheap and I feel that it was a a pretty bad value.",0.7843,-0.026997245179063347,0.04355653321134678,0.20680387285564272,0.0,2.5550178e-06,1,0.2868093879865284,1,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,20,24
I ordered this Samsung Galaxy (on recommendation) for a friend in another country. It's one they're already familiar with and so I expect it'll meet their expectations.,0.4939,0.375,0.023908237115782743,0.013889248502438556,0.0,0.64156854,1,0.3640380038778594,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,9,3
"My A52 was getting a bit old and had limited updates to the OS.  I decided to splurge and get something close to a premium version just to see what it was like and if it was worth the extra money.  I'm not a power user and seldom take advantage of the camera, but in general I found the S23 FE to be a significant improvement over the A52.  It has all the features I wanted in waterproofing, wireless charging, 5G, etc., but the think I like most is the display.  The colors on a black background just pop out at you.",0.8699,0.13586309523809523,0.028298901899628248,0.03559250299524162,0.0,1.2679465e-06,1,0.29566510972563204,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,25,18
